Postcode,Postcode Status,LSOA Code,LSOA Name,Index of Multiple Deprivation Rank,Index of Multiple Deprivation Decile,Income Rank,Income Decile,Income Score,Employment Rank,Employment Decile,Employment Score,Education and Skills Rank,Education and Skills Decile,Health and Disability Rank,Health and Disability Decile,Crime Rank,Crime Decile,Barriers to Housing & Services Rank,Barriers to Housing & Services Decile,Living Environment Rank,Living Environment Decile,IDACI Rank,IDACI Decile,IDACI Score,IDAOPI Rank,IDAOPI Decile,IDAOPI Score
S2 5EP,Live,E01007886,Sheffield 075F E01007886,1369,1,1005,1,0.387,1800,1,0.271,156,1,2792,1,21168,7,6087,2,17035,6,1866,1,0.438,1496,1,0.448
S2 5EQ,Live,E01007886,Sheffield 075F E01007886,1369,1,1005,1,0.387,1800,1,0.271,156,1,2792,1,21168,7,6087,2,17035,6,1866,1,0.438,1496,1,0.448
S2 5ER,Live,E01007886,Sheffield 075F E01007886,1369,1,1005,1,0.387,1800,1,0.271,156,1,2792,1,21168,7,6087,2,17035,6,1866,1,0.438,1496,1,0.448
S2 5ES,Live,E01007878,Sheffield 075A E01007878,2701,1,3118,1,0.306,5302,2,0.196,223,1,2869,1,11221,4,5783,2,15514,5,1557,1,0.453,1643,1,0.439
S2 5ET,Live,E01007878,Sheffield 075A E01007878,2701,1,3118,1,0.306,5302,2,0.196,223,1,2869,1,11221,4,5783,2,15514,5,1557,1,0.453,1643,1,0.439
S2 5EU,Live,E01007878,Sheffield 075A E01007878,2701,1,3118,1,0.306,5302,2,0.196,223,1,2869,1,11221,4,5783,2,15514,5,1557,1,0.453,1643,1,0.439
S2 5EW,Live,E01007878,Sheffield 075A E01007878,2701,1,3118,1,0.306,5302,2,0.196,223,1,2869,1,11221,4,5783,2,15514,5,1557,1,0.453,1643,1,0.439
S2 5EX,Live,E01007878,Sheffield 075A E01007878,2701,1,3118,1,0.306,5302,2,0.196,223,1,2869,1,11221,4,5783,2,15514,5,1557,1,0.453,1643,1,0.439
S2 5EY,Live,E01007878,Sheffield 075A E01007878,2701,1,3118,1,0.306,5302,2,0.196,223,1,2869,1,11221,4,5783,2,15514,5,1557,1,0.453,1643,1,0.439
S2 5EZ,Live,E01007878,Sheffield 075A E01007878,2701,1,3118,1,0.306,5302,2,0.196,223,1,2869,1,11221,4,5783,2,15514,5,1557,1,0.453,1643,1,0.439
S2 5FA,Live,E01007878,Sheffield 075A E01007878,2701,1,3118,1,0.306,5302,2,0.196,223,1,2869,1,11221,4,5783,2,15514,5,1557,1,0.453,1643,1,0.439
S2 5FB,Live,E01007878,Sheffield 075A E01007878,2701,1,3118,1,0.306,5302,2,0.196,223,1,2869,1,11221,4,5783,2,15514,5,1557,1,0.453,1643,1,0.439
S2 5FD,Live,E01007878,Sheffield 075A E01007878,2701,1,3118,1,0.306,5302,2,0.196,223,1,2869,1,11221,4,5783,2,15514,5,1557,1,0.453,1643,1,0.439
S2 5FE,Live,E01007881,Sheffield 075C E01007881,5002,2,6101,2,0.238,4032,2,0.217,4982,2,4789,2,3884,2,15600,5,11226,4,5820,2,0.319,8885,3,0.242
S2 5FF,Live,E01007878,Sheffield 075A E01007878,2701,1,3118,1,0.306,5302,2,0.196,223,1,2869,1,11221,4,5783,2,15514,5,1557,1,0.453,1643,1,0.439
S2 5FG,Live,E01007878,Sheffield 075A E01007878,2701,1,3118,1,0.306,5302,2,0.196,223,1,2869,1,11221,4,5783,2,15514,5,1557,1,0.453,1643,1,0.439
S2 5FH,Live,E01007878,Sheffield 075A E01007878,2701,1,3118,1,0.306,5302,2,0.196,223,1,2869,1,11221,4,5783,2,15514,5,1557,1,0.453,1643,1,0.439
S2 5FJ,Live,E01007886,Sheffield 075F E01007886,1369,1,1005,1,0.387,1800,1,0.271,156,1,2792,1,21168,7,6087,2,17035,6,1866,1,0.438,1496,1,0.448
S2 5FL,Live,E01007886,Sheffield 075F E01007886,1369,1,1005,1,0.387,1800,1,0.271,156,1,2792,1,21168,7,6087,2,17035,6,1866,1,0.438,1496,1,0.448
S2 5FN,Live,E01007886,Sheffield 075F E01007886,1369,1,1005,1,0.387,1800,1,0.271,156,1,2792,1,21168,7,6087,2,17035,6,1866,1,0.438,1496,1,0.448
S2 5FP,Live,E01007878,Sheffield 075A E01007878,2701,1,3118,1,0.306,5302,2,0.196,223,1,2869,1,11221,4,5783,2,15514,5,1557,1,0.453,1643,1,0.439
S2 5FQ,Live,E01007886,Sheffield 075F E01007886,1369,1,1005,1,0.387,1800,1,0.271,156,1,2792,1,21168,7,6087,2,17035,6,1866,1,0.438,1496,1,0.448
S2 5FR,Live,E01007881,Sheffield 075C E01007881,5002,2,6101,2,0.238,4032,2,0.217,4982,2,4789,2,3884,2,15600,5,11226,4,5820,2,0.319,8885,3,0.242
S2 5FS,Live,E01007881,Sheffield 075C E01007881,5002,2,6101,2,0.238,4032,2,0.217,4982,2,4789,2,3884,2,15600,5,11226,4,5820,2,0.319,8885,3,0.242
S2 5FT,Live,E01007886,Sheffield 075F E01007886,1369,1,1005,1,0.387,1800,1,0.271,156,1,2792,1,21168,7,6087,2,17035,6,1866,1,0.438,1496,1,0.448
S2 5FU,Live,E01007886,Sheffield 075F E01007886,1369,1,1005,1,0.387,1800,1,0.271,156,1,2792,1,21168,7,6087,2,17035,6,1866,1,0.438,1496,1,0.448
S2 5FW,Live,E01007886,Sheffield 075F E01007886,1369,1,1005,1,0.387,1800,1,0.271,156,1,2792,1,21168,7,6087,2,17035,6,1866,1,0.438,1496,1,0.448
S2 5FX,Live,E01007878,Sheffield 075A E01007878,2701,1,3118,1,0.306,5302,2,0.196,223,1,2869,1,11221,4,5783,2,15514,5,1557,1,0.453,1643,1,0.439
S2 5FY,Live,E01007878,Sheffield 075A E01007878,2701,1,3118,1,0.306,5302,2,0.196,223,1,2869,1,11221,4,5783,2,15514,5,1557,1,0.453,1643,1,0.439
S2 5GA,Live,E01007878,Sheffield 075A E01007878,2701,1,3118,1,0.306,5302,2,0.196,223,1,2869,1,11221,4,5783,2,15514,5,1557,1,0.453,1643,1,0.439
S2 5GB,Live,E01007878,Sheffield 075A E01007878,2701,1,3118,1,0.306,5302,2,0.196,223,1,2869,1,11221,4,5783,2,15514,5,1557,1,0.453,1643,1,0.439
S2 5GD,Live,E01007878,Sheffield 075A E01007878,2701,1,3118,1,0.306,5302,2,0.196,223,1,2869,1,11221,4,5783,2,15514,5,1557,1,0.453,1643,1,0.439
S2 5GE,Live,E01007881,Sheffield 075C E01007881,5002,2,6101,2,0.238,4032,2,0.217,4982,2,4789,2,3884,2,15600,5,11226,4,5820,2,0.319,8885,3,0.242
S2 5GF,Live,E01007881,Sheffield 075C E01007881,5002,2,6101,2,0.238,4032,2,0.217,4982,2,4789,2,3884,2,15600,5,11226,4,5820,2,0.319,8885,3,0.242
S2 5GG,Live,E01007881,Sheffield 075C E01007881,5002,2,6101,2,0.238,4032,2,0.217,4982,2,4789,2,3884,2,15600,5,11226,4,5820,2,0.319,8885,3,0.242
S2 5GH,Terminated,E01007878,Sheffield 075A E01007878,2701,1,3118,1,0.306,5302,2,0.196,223,1,2869,1,11221,4,5783,2,15514,5,1557,1,0.453,1643,1,0.439
S2 5GJ,Terminated,E01007878,Sheffield 075A E01007878,2701,1,3118,1,0.306,5302,2,0.196,223,1,2869,1,11221,4,5783,2,15514,5,1557,1,0.453,1643,1,0.439
S2 5GL,Terminated,E01007878,Sheffield 075A E01007878,2701,1,3118,1,0.306,5302,2,0.196,223,1,2869,1,11221,4,5783,2,15514,5,1557,1,0.453,1643,1,0.439
S2 5GN,Terminated,E01007878,Sheffield 075A E01007878,2701,1,3118,1,0.306,5302,2,0.196,223,1,2869,1,11221,4,5783,2,15514,5,1557,1,0.453,1643,1,0.439
S2 5GP,Terminated,E01007878,Sheffield 075A E01007878,2701,1,3118,1,0.306,5302,2,0.196,223,1,2869,1,11221,4,5783,2,15514,5,1557,1,0.453,1643,1,0.439
S2 5HA,Live,E01007878,Sheffield 075A E01007878,2701,1,3118,1,0.306,5302,2,0.196,223,1,2869,1,11221,4,5783,2,15514,5,1557,1,0.453,1643,1,0.439
S2 5HB,Live,E01007882,Sheffield 075D E01007882,13006,4,14197,5,0.133,11693,4,0.127,9736,3,12618,4,15676,5,16082,5,10046,4,14743,5,0.167,25520,8,0.083
S2 5HD,Live,E01007878,Sheffield 075A E01007878,2701,1,3118,1,0.306,5302,2,0.196,223,1,2869,1,11221,4,5783,2,15514,5,1557,1,0.453,1643,1,0.439
S2 5HE,Live,E01007879,Sheffield 075B E01007879,10056,4,9478,3,0.184,12867,4,0.118,10189,4,10209,4,7888,3,15282,5,5358,2,10852,4,0.224,7115,3,0.274
S2 5HF,Live,E01007879,Sheffield 075B E01007879,10056,4,9478,3,0.184,12867,4,0.118,10189,4,10209,4,7888,3,15282,5,5358,2,10852,4,0.224,7115,3,0.274
S2 5HG,Live,E01007882,Sheffield 075D E01007882,13006,4,14197,5,0.133,11693,4,0.127,9736,3,12618,4,15676,5,16082,5,10046,4,14743,5,0.167,25520,8,0.083
S2 5HH,Live,E01007882,Sheffield 075D E01007882,13006,4,14197,5,0.133,11693,4,0.127,9736,3,12618,4,15676,5,16082,5,10046,4,14743,5,0.167,25520,8,0.083
S2 5HJ,Live,E01007882,Sheffield 075D E01007882,13006,4,14197,5,0.133,11693,4,0.127,9736,3,12618,4,15676,5,16082,5,10046,4,14743,5,0.167,25520,8,0.083
S2 5HL,Live,E01007879,Sheffield 075B E01007879,10056,4,9478,3,0.184,12867,4,0.118,10189,4,10209,4,7888,3,15282,5,5358,2,10852,4,0.224,7115,3,0.274
S2 5HN,Live,E01007879,Sheffield 075B E01007879,10056,4,9478,3,0.184,12867,4,0.118,10189,4,10209,4,7888,3,15282,5,5358,2,10852,4,0.224,7115,3,0.274
S2 5HP,Live,E01007882,Sheffield 075D E01007882,13006,4,14197,5,0.133,11693,4,0.127,9736,3,12618,4,15676,5,16082,5,10046,4,14743,5,0.167,25520,8,0.083
S2 5HQ,Live,E01007881,Sheffield 075C E01007881,5002,2,6101,2,0.238,4032,2,0.217,4982,2,4789,2,3884,2,15600,5,11226,4,5820,2,0.319,8885,3,0.242
S2 5HR,Live,E01007882,Sheffield 075D E01007882,13006,4,14197,5,0.133,11693,4,0.127,9736,3,12618,4,15676,5,16082,5,10046,4,14743,5,0.167,25520,8,0.083
S2 5HS,Terminated,E01007882,Sheffield 075D E01007882,13006,4,14197,5,0.133,11693,4,0.127,9736,3,12618,4,15676,5,16082,5,10046,4,14743,5,0.167,25520,8,0.083
S2 5HT,Live,E01007879,Sheffield 075B E01007879,10056,4,9478,3,0.184,12867,4,0.118,10189,4,10209,4,7888,3,15282,5,5358,2,10852,4,0.224,7115,3,0.274
S2 5HY,Terminated,E01008095,Sheffield 043A E01008095,6322,2,8264,3,0.201,11371,4,0.129,3066,1,4451,2,9461,3,2817,1,14449,5,2944,1,0.396,4567,2,0.331
S2 5JA,Live,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5JB,Live,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5JD,Live,E01007885,Sheffield 075E E01007885,998,1,483,1,0.428,887,1,0.308,1229,1,1861,1,15003,5,6129,2,19565,6,273,1,0.563,1903,1,0.425
S2 5JE,Live,E01007885,Sheffield 075E E01007885,998,1,483,1,0.428,887,1,0.308,1229,1,1861,1,15003,5,6129,2,19565,6,273,1,0.563,1903,1,0.425
S2 5JF,Live,E01007885,Sheffield 075E E01007885,998,1,483,1,0.428,887,1,0.308,1229,1,1861,1,15003,5,6129,2,19565,6,273,1,0.563,1903,1,0.425
S2 5JG,Live,E01007885,Sheffield 075E E01007885,998,1,483,1,0.428,887,1,0.308,1229,1,1861,1,15003,5,6129,2,19565,6,273,1,0.563,1903,1,0.425
S2 5JH,Live,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5JJ,Live,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5JL,Live,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5JN,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5JP,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5JQ,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5JR,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5JS,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5JT,Terminated,E01007885,Sheffield 075E E01007885,998,1,483,1,0.428,887,1,0.308,1229,1,1861,1,15003,5,6129,2,19565,6,273,1,0.563,1903,1,0.425
S2 5JU,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5JW,Terminated,E01007885,Sheffield 075E E01007885,998,1,483,1,0.428,887,1,0.308,1229,1,1861,1,15003,5,6129,2,19565,6,273,1,0.563,1903,1,0.425
S2 5JX,Live,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5JY,Live,E01007885,Sheffield 075E E01007885,998,1,483,1,0.428,887,1,0.308,1229,1,1861,1,15003,5,6129,2,19565,6,273,1,0.563,1903,1,0.425
S2 5JZ,Live,E01007885,Sheffield 075E E01007885,998,1,483,1,0.428,887,1,0.308,1229,1,1861,1,15003,5,6129,2,19565,6,273,1,0.563,1903,1,0.425
S2 5LA,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5LB,Terminated,E01007885,Sheffield 075E E01007885,998,1,483,1,0.428,887,1,0.308,1229,1,1861,1,15003,5,6129,2,19565,6,273,1,0.563,1903,1,0.425
S2 5LD,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5LE,Terminated,E01007885,Sheffield 075E E01007885,998,1,483,1,0.428,887,1,0.308,1229,1,1861,1,15003,5,6129,2,19565,6,273,1,0.563,1903,1,0.425
S2 5LF,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5LG,Terminated,E01007885,Sheffield 075E E01007885,998,1,483,1,0.428,887,1,0.308,1229,1,1861,1,15003,5,6129,2,19565,6,273,1,0.563,1903,1,0.425
S2 5LH,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5LJ,Terminated,E01007885,Sheffield 075E E01007885,998,1,483,1,0.428,887,1,0.308,1229,1,1861,1,15003,5,6129,2,19565,6,273,1,0.563,1903,1,0.425
S2 5LL,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5LN,Terminated,E01007885,Sheffield 075E E01007885,998,1,483,1,0.428,887,1,0.308,1229,1,1861,1,15003,5,6129,2,19565,6,273,1,0.563,1903,1,0.425
S2 5LP,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5LQ,Terminated,E01007885,Sheffield 075E E01007885,998,1,483,1,0.428,887,1,0.308,1229,1,1861,1,15003,5,6129,2,19565,6,273,1,0.563,1903,1,0.425
S2 5LR,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5LS,Terminated,E01007885,Sheffield 075E E01007885,998,1,483,1,0.428,887,1,0.308,1229,1,1861,1,15003,5,6129,2,19565,6,273,1,0.563,1903,1,0.425
S2 5LT,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5LU,Live,E01007885,Sheffield 075E E01007885,998,1,483,1,0.428,887,1,0.308,1229,1,1861,1,15003,5,6129,2,19565,6,273,1,0.563,1903,1,0.425
S2 5LW,Live,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5LX,Live,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5LY,Live,E01007885,Sheffield 075E E01007885,998,1,483,1,0.428,887,1,0.308,1229,1,1861,1,15003,5,6129,2,19565,6,273,1,0.563,1903,1,0.425
S2 5LZ,Live,E01007885,Sheffield 075E E01007885,998,1,483,1,0.428,887,1,0.308,1229,1,1861,1,15003,5,6129,2,19565,6,273,1,0.563,1903,1,0.425
S2 5PA,Live,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5PB,Live,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5PD,Live,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5PE,Live,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5PF,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5PG,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5PH,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5PJ,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5PL,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5PN,Live,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5PP,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5PQ,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5PR,Live,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5PS,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5PT,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5PU,Live,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5PW,Live,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5PX,Live,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5PY,Live,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5PZ,Live,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5QA,Live,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5QB,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5QD,Live,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5QE,Live,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5QF,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5QG,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5QH,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5QJ,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5QL,Live,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5QN,Live,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5QP,Live,E01007879,Sheffield 075B E01007879,10056,4,9478,3,0.184,12867,4,0.118,10189,4,10209,4,7888,3,15282,5,5358,2,10852,4,0.224,7115,3,0.274
S2 5QQ,Live,E01007879,Sheffield 075B E01007879,10056,4,9478,3,0.184,12867,4,0.118,10189,4,10209,4,7888,3,15282,5,5358,2,10852,4,0.224,7115,3,0.274
S2 5QR,Live,E01007879,Sheffield 075B E01007879,10056,4,9478,3,0.184,12867,4,0.118,10189,4,10209,4,7888,3,15282,5,5358,2,10852,4,0.224,7115,3,0.274
S2 5QS,Live,E01007879,Sheffield 075B E01007879,10056,4,9478,3,0.184,12867,4,0.118,10189,4,10209,4,7888,3,15282,5,5358,2,10852,4,0.224,7115,3,0.274
S2 5QT,Live,E01007879,Sheffield 075B E01007879,10056,4,9478,3,0.184,12867,4,0.118,10189,4,10209,4,7888,3,15282,5,5358,2,10852,4,0.224,7115,3,0.274
S2 5QU,Live,E01007879,Sheffield 075B E01007879,10056,4,9478,3,0.184,12867,4,0.118,10189,4,10209,4,7888,3,15282,5,5358,2,10852,4,0.224,7115,3,0.274
S2 5QW,Live,E01007879,Sheffield 075B E01007879,10056,4,9478,3,0.184,12867,4,0.118,10189,4,10209,4,7888,3,15282,5,5358,2,10852,4,0.224,7115,3,0.274
S2 5QX,Live,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5QY,Live,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5QZ,Live,E01007885,Sheffield 075E E01007885,998,1,483,1,0.428,887,1,0.308,1229,1,1861,1,15003,5,6129,2,19565,6,273,1,0.563,1903,1,0.425
S2 5RA,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5RB,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5RD,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5RE,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5RF,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5RG,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5RH,Live,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5RJ,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5RL,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
S2 5RN,Terminated,E01033268,Sheffield 075G E01033268,7043,3,10871,4,0.167,11481,4,0.128,4664,2,6802,3,4112,2,3790,2,9657,3,17302,6,0.138,2379,1,0.403
